,automotive industry,auto insurance,second hand car,mobile phone,mercedes benz,electrical appliance,wifi,clothing,shoes,underwear,electricity,energy,gasoline,tobacco,video game,t-shirt,natural gas,health care,furniture,interior design,ebook,novel,footwear,lingerie,real estate,life insurance,dessert,potato,coffee,bottled water,margarine,offal,juice,jam,veterinarians,amusement park,television,hairdresser,timber,travel agency,nightclub,fur,vitamins,petroleum,beer,lawyer,renovation,restaurant
2007-06-17,0.0,24.524298994974878,85.41992192781129,57.49652437931653,56.85386676312628,0.0,40.66051582311222,83.58162865415461,61.732731797241776,38.6938825090631,54.870851860954104,35.85928053001724,23.20024173950162,52.11375970300083,79.0261064390791,50.445179591084916,9.475887723603234,18.43562642093072,51.05425529011067,69.46230982901221,22.26898926852886,0.0,0.0,24.622036744151018,77.03995828256062,0.0,14.802919708029197,23.748195669607057,48.61538461538461,24.802325581395348,16.769728331177234,0.0,27.250000000000004,36.45769399386234,38.61535252398832,33.82845188284519,74.33070866141732,48.40207100591716,0.0,46.82819128951678,32.17033455394961,0.0,36.035845178718695,40.77104722792608,42.160000000000004,52.68619128466327,17.037079953650057,65.82415630550621
2007-06-24,0.0,41.584680904522614,79.24498781254782,55.36702347637888,67.82566561215064,0.0,70.9195043426376,75.22346578873916,61.732731797241776,44.88490371051319,39.074697537346104,36.57646614061758,22.620235696014078,0.0,76.8902657245094,71.0495487198379,0.0,19.17305147776795,74.55542042365367,74.48368162388057,53.15823244745598,17.87965900079302,0.0,13.849895668584947,76.12281592205395,0.0,18.21897810218978,32.1299117882919,59.901098901098905,0.0,24.865459249676586,0.0,0.0,30.786497150372643,33.098873591989985,30.753138075313807,78.57817772778402,59.625739644970416,0.0,50.47714126012848,55.679425189528175,0.0,26.666525432251834,64.16427104722793,44.2,42.4634974533107,27.958285052143683,58.643339253996444
2007-07-01,0.0,0.0,81.3032991843023,61.755526185191826,55.856430504124056,0.0,25.531021563349533,88.22505246827431,54.98071425691845,25.537962455981646,42.40020371073726,29.404610034614137,6.960072521850486,0.0,75.82234536722454,63.944593847854115,26.058691239908896,0.0,58.34772033155505,57.74577564098606,24.424052746128424,0.0,0.0,23.083159447641577,73.37138884053391,22.000696084795788,20.875912408759124,37.717722534081794,41.67032967032967,0.0,0.0,0.0,13.144117647058824,18.633932485751863,59.10513141426784,61.50627615062761,71.14510686164229,70.14792899408285,0.0,45.61187463264621,29.077033154531378,19.27507406675884,22.34222401080559,16.041067761806982,44.2,60.54980192416525,10.921205098493626,61.036944937833034
2007-07-08,0.0,26.656846733668342,77.18667644079333,67.07927844253595,72.81284690716171,23.397677793904208,54.844416691639736,67.79398768614763,57.87443605991417,0.0,49.051216057519575,32.273352477015514,15.080157130676053,0.0,77.95818608179425,49.02418861668816,28.4276631708097,0.0,56.72695032234519,66.11472863243331,35.91772462665945,0.0,20.21918181818182,20.005404854622704,65.11710759597385,0.0,29.22627737226277,23.04971932638332,43.40659340659341,16.994186046511626,0.0,0.0,25.96764705882353,17.82376150811048,44.13183145598665,51.66527196652719,69.02137232845894,22.44733727810651,0.0,52.909774573869605,44.54354015162254,0.0,25.225091625103087,44.781314168377826,35.36,55.83163554046406,12.231749710312862,55.05293072824156
2007-07-15,0.0,0.0,71.01174232552987,68.14402889400478,59.84617554013292,0.0,43.49729599681772,69.65135721179551,60.768157862909874,44.88490371051319,28.26680247382484,31.55616686641517,0.0,0.0,76.8902657245094,34.81427887272057,26.058691239908896,70.05538039953673,62.399645354579704,56.90888034184133,29.452534193860746,17.87965900079302,14.065517786561266,17.697088909858543,77.95710064306729,0.0,12.145985401459853,40.51162790697674,56.42857142857143,0.0,0.0,0.0,0.0,43.74923279263481,40.979557780559034,41.82426778242678,77.51631046119235,58.22278106508876,33.448660714285715,52.301616245434325,38.356937352786076,32.46328263875173,46.8465987323343,28.740246406570844,38.080000000000005,71.55885681946803,10.047508690614135,61.036944937833034
2007-07-22,42.704731827160906,0.0,87.47823329956577,66.01452799106713,82.78720949718387,0.0,65.24594399522658,65.93661816049975,59.80358392857797,22.442451855256596,32.42368519056379,31.55616686641517,15.080157130676053,0.0,80.09402679636396,49.734684103886536,10.068130706328436,0.0,61.58926034997477,73.64678632473584,43.10126955199134,0.0,0.0,8.463825130801911,75.20567356154727,8.25026103179842,19.73722627737226,13.271050521251002,33.85714285714286,20.209302325581394,0.0,0.0,19.876470588235296,25.92547128452433,20.489778890279517,50.43514644351465,76.45444319460067,44.19319526627219,0.0,60.815832843528284,57.535406029179114,35.5067153861347,44.68444802161118,21.388090349075977,31.96,65.26796830786644,0.0,57.446536412078146
2007-07-29,0.0,0.0,76.15752075491608,60.690775733723,67.82566561215064,0.0,78.48425147251893,71.5087267374434,74.27219294355652,30.181228357069216,23.278543213738104,26.535867592212757,29.000302174377023,19.81790861945102,74.7544250099397,55.41864800147357,23.689719309008087,15.485926193581806,65.64118537299943,47.70303205124935,38.07278810425901,0.0,0.0,56.16902132259451,75.20567356154727,12.500395502724878,23.153284671532845,27.939053728949478,39.065934065934066,0.0,0.0,0.0,25.96764705882353,20.254274441034635,40.19148936170213,19.682008368200837,73.26884139482564,41.38727810650888,31.96205357142857,45.61187463264621,56.916745749295465,20.28955164921983,41.08086350373931,38.097535934291585,51.00000000000001,48.75438596491228,0.0,76.59538188277087
2007-08-05,32.288943576633855,50.114871859296485,76.15752075491608,67.07927844253595,77.8000282021728,0.0,49.170856344228724,76.1521505515631,54.98071425691845,0.0,40.737450624041685,25.818681981612414,58.000604348754045,0.0,77.95818608179425,44.0507202062995,10.068130706328436,15.485926193581806,54.295795308530394,74.48368162388057,24.424052746128424,0.0,0.0,49.244073488302035,78.87424300357397,13.750435052997366,16.7007299270073,25.14514835605453,62.50549450549451,0.0,0.0,18.421052631578945,16.67058823529412,38.07803594914511,78.80684188569045,31.368200836820083,77.51631046119235,37.17840236686391,0.0,55.95056621604602,51.34880323034265,27.39089472644677,38.19799588944181,12.030800821355237,41.480000000000004,43.2498585172609,0.0,77.79218472468916
2007-08-12,0.0,72.5066231155779,95.71147878658373,69.2087793454736,70.81797438915729,0.0,52.9532299091694,79.86688960285886,75.23676687788841,31.72898365743174,34.08643827725937,31.55616686641517,38.860404913665214,21.285901850521466,92.9090710837822,27.709324000736785,0.0,25.809876989303007,62.399645354579704,77.83126282045947,29.452534193860746,68.76791923381931,0.0,44.62744159877372,85.29423952712068,21.500680264686792,24.671532846715326,41.21010425020048,56.42857142857143,0.0,0.0,0.0,18.273529411764706,47.800087680841735,25.218189403420944,12.301255230125523,100.87739032620922,47.70059171597633,28.24553571428571,41.96292466203452,41.45023875220431,46.66596879320561,24.504374721528713,0.0,58.480000000000004,22.018109790605546,0.0,70.61136767317939
2007-08-19,33.33052240168656,0.0,76.15752075491608,68.14402889400478,78.79746446117501,31.515239477503627,60.51797703905074,85.4389981798025,41.476679176271816,0.0,62.35324075108421,35.85928053001724,20.30021152206392,0.0,87.56946929735793,52.576666052680054,33.75785001533652,0.0,76.98657543746847,83.68952991447254,28.73417970132756,14.441263039102054,19.340086956521738,33.08586187495293,91.7142360506674,0.0,14.423357664233576,39.11467522052927,72.05494505494505,0.0,0.0,0.0,10.258823529411766,51.85094256904866,37.03921568627451,53.51046025104603,88.13498312710911,58.22278106508876,0.0,46.22003296108149,51.34880323034265,34.49223780367371,42.522297310888064,24.061601642710475,46.92,41.6771363893605,18.78447276940904,71.80817051509769
2007-08-26,0.0,37.31958542713568,93.65316741482924,69.2087793454736,68.82310187115286,0.0,94.55933912351678,77.08083531438703,76.20134081222032,0.0,42.40020371073726,23.66712514981138,40.02041700064029,13.945935695169236,82.22986751093366,41.919233744704364,0.0,22.122751705116865,77.7969604420734,72.80989102559111,28.015825208794368,0.0,16.7028023715415,33.08586187495293,75.20567356154727,15.000474603269854,27.32846715328467,20.25581395348837,33.85714285714286,15.156976744186046,14.456662354463132,0.0,21.158823529411766,38.888206926786495,44.91989987484356,0.0,92.38245219347581,51.909467455621304,0.0,41.96292466203452,50.730142950459005,15.217163736914873,33.1529775644212,30.077002053388092,29.92,54.25891341256367,0.0,80.18579040852575
2007-09-02,0.0,37.31958542713568,93.65316741482924,60.690775733723,71.8154106481595,20.53265602322206,63.35475721275625,78.00952007721098,71.3784711405608,32.502861307613,39.90607408069389,40.162394193619306,41.18042908761537,0.0,81.16194715364881,35.52477435991895,30.20439211898531,24.33502687562855,61.58926034997477,76.99436752131474,46.69304201465728,14.441263039102054,12.307328063241107,41.54968700575484,81.62567008509399,0.0,22.014598540145982,27.240577385725743,46.010989010989015,0.0,51.46571798188875,0.0,21.158823529411766,40.50854888206927,53.5886524822695,46.12970711297071,83.8875140607424,32.96952662721893,0.0,41.96292466203452,51.34880323034265,0.0,9.36931974646686,13.367556468172486,24.48,70.77249575551782,0.0,65.82415630550621
2007-09-09,38.53841652695008,42.65095477386935,78.21583212667058,60.690775733723,79.79490072017722,0.0,69.97391095140242,83.58162865415461,73.30761900922461,48.754291961419504,46.55708642747621,27.97023881341345,30.160314261352106,0.0,73.68650465265485,56.12914348867195,21.91299036083248,0.0,59.96849034076491,82.85263461532783,19.395571298396103,10.315187885072897,0.0,28.469229985424615,81.62567008509399,0.0,10.627737226277372,16.76343223736969,45.142857142857146,0.0,16.769728331177234,0.0,16.67058823529412,39.69837790442788,27.582394659991657,19.06694560669456,83.8875140607424,47.70059171597633,14.122767857142856,27.367124779587726,36.50095651313514,26.37641714398578,40.36014660016494,9.35728952772074,31.28,70.77249575551782,0.0,65.82415630550621
2007-09-16,0.0,23.458025125628144,75.12836506903884,54.30227302491006,74.80771942516616,0.0,56.73560347411007,80.7955743656828,55.94528819125036,0.0,41.56882716738947,40.87957980421965,36.54038073971505,0.0,64.07522143709117,48.31369312948978,37.311307911687734,28.022152159814695,59.96849034076491,65.27783333328858,25.860761731194803,14.441263039102054,16.116739130434784,21.54428215113214,74.2885312010406,21.500680264686792,4.934306569343065,30.03448275862069,56.42857142857143,0.0,0.0,0.0,20.83823529411765,38.07803594914511,43.34376303712975,0.0,88.13498312710911,56.11834319526628,0.0,29.799758093328858,32.17033455394961,0.0,52.61233396092929,36.76078028747433,31.28,77.84974533106961,0.0,58.643339253996444
2007-09-23,27.08104945137033,26.656846733668342,95.71147878658373,60.690775733723,76.80259194317058,10.505079825834542,75.64747129881343,76.1521505515631,96.45739343319028,24.764084805800383,56.53360494764968,50.202992742024136,32.480338435302265,0.0,66.21106215166087,36.94576533431571,21.320747378107278,16.223351250419032,72.12426540983888,61.09335683756496,40.22785158185858,16.504300616116634,22.563434782608695,26.160914040660458,68.78567703800054,0.0,17.080291970802918,23.04971932638332,59.032967032967036,0.0,0.0,0.0,14.105882352941178,40.50854888206927,28.370463078848562,11.07112970711297,106.18672665916759,29.462130177514794,0.0,23.110016480540747,40.83157847232066,0.0,25.225091625103087,37.42915811088296,44.2,68.41341256366724,17.037079953650057,63.430550621669624
2007-09-30,53.12052007768795,0.0,94.68232310070648,55.36702347637888,94.75644460521046,0.0,72.81069112510792,88.22505246827431,74.27219294355652,42.563270759969406,39.074697537346104,44.465507857221375,36.54038073971505,26.42387815926803,79.0261064390791,36.23526984711733,18.95177544720647,0.0,64.02041536378957,58.58267094013078,48.84810549225685,0.0,0.0,30.008107281934052,73.37138884053391,0.0,24.291970802919707,34.225340817963115,39.065934065934066,0.0,17.34799482535576,0.0,22.761764705882356,38.888206926786495,36.25114726741761,0.0,106.18672665916759,46.297633136094674,0.0,23.110016480540747,40.212918192437016,0.0,46.8465987323343,28.740246406570844,36.720000000000006,42.4634974533107,0.0,61.036944937833034
2007-10-07,0.0,22.39175125628141,96.74063447246097,58.56127483078536,84.78208201518831,0.0,54.844416691639736,69.65135721179551,83.91793228687554,0.0,64.84737038112758,48.0514359102231,22.620235696014078,0.0,64.07522143709117,39.787747283109226,26.650934222634096,25.07245193246578,64.8308003683945,70.29920512815694,45.97468752212409,23.381092539498564,0.0,23.852598095896298,81.62567008509399,0.0,13.284671532846716,37.717722534081794,36.46153846153846,0.0,0.0,0.0,0.0,51.04077159140728,18.913642052565706,0.0,79.6400449943757,50.50650887573965,0.0,29.191599764893574,45.162200431506186,27.39089472644677,59.09878609309866,14.704312114989735,27.880000000000003,57.40435766836446,0.0,56.249733570159854
2007-10-14,20.831576501054098,27.723120603015076,102.91556858772444,63.885027088129476,54.85899424512184,0.0,53.898823300404565,68.72267244897158,76.20134081222032,32.502861307613,59.02773457769305,55.9404776268269,51.620537870391104,13.211939079634014,67.27898250894573,36.23526984711733,32.573364049886116,0.0,58.34772033155505,68.62541452986748,71.8354492533189,20.630375770145793,12.307328063241107,30.777545930188772,81.62567008509399,0.0,27.70802919708029,36.320769847634324,58.16483516483517,0.0,57.82664941785253,0.0,16.029411764705884,59.95265234546252,60.68126825198164,19.682008368200837,95.56805399325084,52.61094674556213,0.0,29.799758093328858,21.034449516043978,0.0,64.86452132169364,27.403490759753595,52.36000000000001,64.48160724391624,13.979142526071842,58.643339253996444
2007-10-21,58.32841420295148,0.0,90.5657003571975,76.66203250575538,65.83079309414622,14.32510885341074,70.9195043426376,78.00952007721098,69.449323271897,30.95510600725048,59.02773457769305,50.92017835262448,36.54038073971505,0.0,69.41482322351543,24.15684656474489,18.359532464481266,19.910476534605177,52.67502529932053,65.27783333328858,56.75000491012193,12.378225462087475,0.0,26.160914040660458,79.79138536408064,18.000569523923826,20.496350364963504,55.17963111467522,61.63736263736264,0.0,14.456662354463132,0.0,0.0,51.85094256904866,36.25114726741761,0.0,93.44431946006749,58.92426035502959,0.0,27.97528310802301,35.263635953367846,23.332984396602804,49.729466346631796,48.791581108829575,37.400000000000006,47.18166383701189,6.552723059096175,57.446536412078146
2007-10-28,104.15788250527049,0.0,82.33245487017955,66.01452799106713,82.78720949718387,0.0,40.66051582311222,92.86847628239401,71.3784711405608,14.703675353443977,39.90607408069389,55.22329201622655,32.480338435302265,66.7936920137053,76.8902657245094,39.07725179591085,13.029345619954448,0.0,59.15810533615998,71.9729957264464,46.69304201465728,18.567338193131214,0.0,20.005404854622704,65.11710759597385,0.0,7.591240875912408,28.637530072173217,77.26373626373626,0.0,0.0,0.0,28.85294117647059,34.02718106093818,37.03921568627451,0.0,91.32058492688414,50.50650887573965,0.0,28.583441436458294,58.154066309062756,49.70940154058859,58.37806918952428,51.46509240246407,19.720000000000002,50.32710809281268,16.60023174971031,65.82415630550621
2007-11-04,0.0,0.0,75.12836506903884,67.07927844253595,66.82822935314843,12.892597968069666,40.66051582311222,78.00952007721098,66.55560146890129,28.633473056706695,44.894333340780626,60.24359129042897,19.720205478576375,15.413928926239683,65.14314179437602,31.972296923927058,20.13626141265687,26.54730204614024,56.72695032234519,61.93025213670968,59.62342288025468,12.378225462087475,0.0,29.238668633679332,74.2885312010406,19.000601164141816,17.45985401459854,42.60705693664796,54.69230769230769,0.0,0.0,0.0,32.05882352941177,37.26786497150373,25.218189403420944,9.841004184100418,90.25871766029246,41.38727810650888,0.0,21.2855414952349,33.407655113716906,0.0,30.990826853698078,54.13860369609856,29.240000000000002,58.19071873231466,0.0,59.840142095914736
2007-11-11,29.16420710147574,25.590572864321608,73.07005369728435,63.885027088129476,70.81797438915729,11.460087082728592,55.7900100828749,65.93661816049975,74.27219294355652,39.467760159244364,66.51012346782315,59.52640567982862,38.28039887017767,19.81790861945102,67.27898250894573,30.5513059495303,36.12682194623733,30.97185238716361,43.76079024866629,71.9729957264464,50.28481447732322,22.00573415482218,0.0,33.08586187495293,59.61425343293381,0.0,26.189781021897808,54.481154771451486,73.79120879120879,14.238372093023255,0.0,0.0,25.647058823529413,38.07803594914511,29.94659991656237,13.531380753138075,71.14510686164229,56.11834319526628,0.0,29.799758093328858,32.17033455394961,9.130298242148923,39.63942969659057,66.83778234086243,48.96,59.763440860215056,10.484356894553882,64.62735346358792
2007-11-18,0.0,0.0,71.01174232552987,67.07927844253595,59.84617554013292,0.0,56.73560347411007,84.51031341697856,65.59102753456939,19.34694125453155,55.70222840430189,56.657663237427236,42.920447218077996,30.093861236944143,73.68650465265485,36.23526984711733,47.379438618016174,0.0,55.91656531774026,66.95162393157804,66.08861331305339,17.19197980845483,0.0,31.546984578443492,64.19996523546718,9.000284761961913,27.32846715328467,37.01924619085806,49.48351648351648,20.209302325581394,0.0,0.0,8.976470588235294,45.36957474791758,19.70171047142261,0.0,72.20697412823397,31.566568047337277,0.0,16.420274867752635,34.6449756734842,0.0,56.215918478801164,30.74537987679672,38.080000000000005,58.97707979626486,0.0,75.39857904085257
2007-11-25,0.0,0.0,63.80765252438915,93.69803972925656,67.82566561215064,0.0,68.08272416893209,78.00952007721098,59.80358392857797,15.47755300362524,43.23158025408505,60.24359129042897,17.400181304626216,39.63581723890204,70.48274358080029,41.208738257505985,20.728504395382075,44.982928467070955,57.53733532695012,59.41956623927551,52.43987795492279,0.0,0.0,34.624739171462366,63.2828228749605,6.500205661416937,15.941605839416058,29.33600641539695,82.47252747252747,29.854651162790695,0.0,0.0,19.55588235294118,31.596668128014027,25.218189403420944,23.98744769874477,91.32058492688414,38.58136094674556,74.33035714285714,17.02843319618792,41.45023875220431,19.27507406675884,72.07169035743739,41.43942505133471,32.64,78.63610639501981,9.173812282734646,75.39857904085257
2007-12-02,28.122628276423033,0.0,75.12836506903884,87.30953702044361,61.84104805813735,11.937590711175616,41.606109214347384,71.5087267374434,65.59102753456939,35.59837190833805,56.53360494764968,55.22329201622655,45.240471392028155,0.0,77.95818608179425,33.39328789832382,23.689719309008087,25.809876989303007,60.77887534536984,51.05061324782825,48.84810549225685,36.44699719392423,12.893391304347826,46.935757543537875,53.19425690938709,0.0,15.182481751824817,36.320769847634324,71.18681318681318,0.0,10.408796895213454,0.0,18.914705882352944,48.61025865848312,0.0,15.99163179916318,81.76377952755905,37.17840236686391,27.502232142857142,20.069224838364335,38.356937352786076,14.20268615445388,36.035845178718695,50.12833675564682,25.16,62.12252405206565,21.842410196987252,69.4145648312611
2007-12-09,0.0,34.12076381909548,76.15752075491608,86.24478656897479,75.80515568416837,0.0,57.681196865345235,73.36609626309128,68.48474933756509,30.95510600725048,44.06295679743284,55.22329201622655,40.02041700064029,13.945935695169236,88.63738965464279,46.89270215509302,18.359532464481266,19.17305147776795,41.329635234851494,51.05061324782825,51.00316896985642,16.504300616116634,0.0,42.31912565400956,51.359972188373746,0.0,27.70802919708029,28.637530072173217,49.48351648351648,0.0,0.0,0.0,20.197058823529414,54.28145550197282,28.370463078848562,13.531380753138075,74.33070866141732,50.50650887573965,0.0,23.110016480540747,37.11961679301878,0.0,53.33305086450367,32.082135523613964,50.32,47.18166383701189,12.231749710312862,83.77619893428063
2007-12-16,0.0,0.0,71.01174232552987,70.27352979694243,58.848739281130705,0.0,54.844416691639736,77.08083531438703,60.768157862909874,40.241637809425626,43.23158025408505,31.55616686641517,29.000302174377023,73.3996615535223,98.24867287020646,31.972296923927058,30.20439211898531,0.0,31.605015179592318,35.14960256407847,56.75000491012193,26.81948850118953,0.0,55.39958267433979,44.939975664827024,0.0,14.802919708029197,39.11467522052927,41.67032967032967,0.0,10.987063389391981,13.078947368421051,7.694117647058825,81.01709776413854,31.52273675427618,11.07112970711297,79.6400449943757,46.297633136094674,0.0,26.150808122717162,43.306219591855246,44.637013628283626,20.18007330008247,22.724845995893226,34.68,40.8907753254103,13.10544611819235,83.77619893428063
